467488	Calla i escolta!	1543624	Shut up and listen.
467491	França és a l'Europa Occidental.	34175	France is in western Europe.
467510	M'estimo més els centres comercials: tenen preus més barats.	436919	I prefer department stores: the prices are lower.
467514	No et facis mala sang.	264822	You don't have to kick yourself.
467515	Quant costaria arreglar aquesta cadira?	60286	What would it cost to have this chair repaired?
467516	T'estranya que ningú hi confiï?	276669	Do you wonder why no one trusts him?
467530	Em vaig comprar la tele d'una tacada.	27834	I paid in a lump sum when I bought a television set.
467536	Em vaig quedar un dia més al llit per si de cas.	259344	I stayed in bed one more day just to be on the safe side.
467539	No puc suportar més el dolor.	2799533	I can't stand the pain any more.
467542	Que parla anglès, ell?	293951	Does he speak English?
467542	Que parla anglès, ell?	294045	Can he speak English?
467556	Em pot dir com s'arriba al centre?	1526201	Can you tell me how to get to the town centre?
467565	Li vaig fer moltes preguntes sobre ecologia.	258992	I asked him many questions about ecology.
467581	No sabia que eres així.	41302	I didn't know you were that kind of a person.
467584	Viu aquí prop.	494742	She lives nearby.
467605	Em sembla que he agafat un constipat.	38376	I'm afraid I caught a cold.
467612	Si comences ara, hi arribaràs a temps.	242134	Start now, and you will get there in time.
495432	Hi ha algú que sàpiga pronunciar aquesta paraula?	276211	Is there anyone who can pronounce this word?
500650	Vostè ho necessita.	1529519	You need it.
507002	M'he de rentar les dents.	263601	I have to brush my teeth.
507012	La major part de la gent que ha mort a causa del tabac no eren grans fumadors.	19960	Most people killed by smoking were not heavy smokers.
507013	He visitat el Canadà fa molt de temps.	253999	I visited Canada long ago.
507034	Es parla el francès al Canadà?	63650	Do they speak French in Canada?
507051	Sembla que rigui tota sola.	32327	She looks as if she's laughing to herself.
507099	No ha vist a ningú.	301396	He didn't see anybody.
507116	Et trobaràs la casa buida.	49341	You'll find the house empty.
507123	Em vaig cansar d'estar tot el dia estirat al llit.	73072	I got tired of lying in bed all day.
507924	On és l'estació de ferrocarrils?	26041	Where is the railroad station?
507924	On és l'estació de ferrocarrils?	544540	Where is the railway station?
507924	On és l'estació de ferrocarrils?	544611	Where is the station?
507924	On és l'estació de ferrocarrils?	638544	Where is the train station?
507925	Passejo cada dia menys quan plou.	256141	I take a walk every day except when it rains.
507925	Passejo cada dia menys quan plou.	633178	I go for a walk every day, except when it rains.
507934	D'on véns?	370703	Where are you from?
507937	Estic embarassada de quatre mesos.	2235	I am four months pregnant.
507937	Estic embarassada de quatre mesos.	281964	I'm four months pregnant.
507939	Com que he viscut a Tòquio, conec bastant bé la ciutat.	528091	Since I lived in Tokyo, I know that city pretty well.
507942	Ell diu que és innocent, però el van tancar a la presó.	434992	He says he's innocent, but they put him in jail.
507943	Voldria un to més clar.	437019	I want a lighter shade.
507945	Què? Encara no saps conduir?	2156	What... you still don't know how to drive?
507949	La llibertat no és gratuïta.	2159	Freedom is not free.
507955	Faré els deures després de veure la televisió.	39175	I'll do my homework after I watch television.
507956	Per la nostra època, hi havia molts estudiants que aprovaven l'examen de graduació sense estudiar.	402801	In our time, there were many students who passed the graduation exam without studying.
507957	No gràcies, només miro.	65829	No, thank you. I am just looking.
507957	No gràcies, només miro.	66813	No, thank you. I'm just looking.
532212	Tots els éssers humans neixen lliures i iguals en dignitat i en drets. Són dotats de raó i de consciència, i han de comportar-se fraternalment els uns amb els altres.	338182	All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.
585888	Ell parla realment bé.	689020	He speaks really well.
586024	Sóc prim però estic gras	586029	I am a thin person, but at the moment I am fat.
586035	Menja menjar ràpid, mor ràpid.	586033	Eat fast food, die fast.
586206	La decadència del santuari és deguda, en part, a la pluja àcida.	46055	The decay of the shrine is due, in part, to acid rain.
586210	La pluja àcida no és un fenomen natural.	245182	Acid rain is not a natural phenomenon.
601547	No sóc el que faig, sóc el que puc fer !	601550	I'm not what I do, I am what I can do.
607501	Escac i mat!	611140	Checkmate!
639332	Fa fred.	1813	It's cold.
696310	Sóc una persona prima, però ara he engreixat.	586029	I am a thin person, but at the moment I am fat.
719066	Idees verdes incolores dormen furiosament.	702472	Colorless green ideas sleep furiously.
764640	Aguanta.	243937	Stick it out.
779086	No totes les pomes vermelles tenen el mateix gust.	848696	Not all red apples taste the same.
779091	On és la seva casa?	399309	Where's his home?
779091	On és la seva casa?	481894	Where is his house?
779099	On està el banc més proper?	27259	Where is the nearest bank?
779102	No tinc diners.	433613	I have no money.
779125	Em puc dutxar pel matí?	277747	May I take a shower in the morning?
779126	Em dutxo cada nit.	848643	I have a shower every night.
779128	M'haig de dutxar.	388269	I need to take a shower.
780025	No t'oblidis d'agafar el paraigües quan surtis.	64691	Don't forget to take your umbrella when you leave.
780025	No t'oblidis d'agafar el paraigües quan surtis.	1535648	Don't forget to take your umbrella when you go out.
780456	Ell és un somia truites.	780459	He is daydreaming.
780456	Ell és un somia truites.	848727	He is a daydreamer.
780948	No vull que sigui descurat.	260483	I do not want him to be careless.
780950	Vaig baixar en l'estació equivocada.	256279	I got off at the wrong station.
780951	Simplement vagant arreu pot ser una bona manera de viatjar.	66627	Just wandering around can be a good way to travel.
780952	No té cap sentit intentar solucionar aquest problema.	56647	It is no use trying to solve this problem.
780953	El programa nuclear iranià ha estat atacat recentment per programari maliciós.	537496	The Iranian nuclear program has just been attacked by malware.
780954	Va fer un gran badall.	288312	He gave a big yawn!
780955	El que va dir en quan a Anglaterra és veritat.	282913	What he said about England is true.
780956	Ell va ser un pioner en el seu camp d'estudi.	737655	He was a pioneer in this field.
780957	Ho refregues sovint?	699018	Do you often rub it?
780960	Va ser negligent per la seva part deixar la porta sense tancar amb clau quan ella va sortir.	21858	It was careless of her to leave the door unlocked when she went out.
780963	Puc parlar de qualsevol cosa amb el meu amic.	269788	I can talk about anything with my best friend.
780964	Estem investigant la causa de l'accident.	263709	We are looking into the cause of the accident.
780967	Aquí està la meva bicicleta.	33141	Here is my bicycle.
780968	El noi més jove és va quedar enrere dels altres excursionistes.	27244	The youngest boy dropped behind the other hikers.
780969	És tranquil, oi?	620899	It is restful, isn't it?
780970	Li vam fer veure l'error en el seu raonament.	512935	We pointed out to him the error in his reasoning.
780972	Un cop esclata una guerra, les dues parts estan equivocades.	470178	Once a war breaks out, both sides are in the wrong.
780973	"Hola, qui és?"	409194	"Hello, who is this?"
780975	Una de les meves aficions és la música clàssica.	251125	One of my hobbies is classical music.
780981	Aquest hotel té allotjament per a 1000 clients.	60475	This hotel has accommodations for 1,000 guests.
780983	Se li va denegar un tractament mèdic.	298439	He was refused medical treatment.
780984	No és el què llegeixes, el què importa és com ho llegeixes.	323851	It is not what you read but how you read that matters.
780985	Espero poder-te veure per nadal.	386767	I hope I can see you at Christmas.
780987	El Japó necessitava establir relacions amb els països d'occident.	281560	Japan needed contact with the Western countries.
780989	La bassa es va assecar en temps calorós.	281142	The pond dried up in hot weather.
780991	Vaig veure l'home atropellat per un cotxe.	254544	I saw the man knocked down by a car.
780992	Quin era el resultat en la mitja part?	35602	What was the score at halftime?
780993	Els caràcters xinesos són molt bonics.	387696	Chinese characters are very beautiful.
780994	La meva bicicleta no té res a veure amb la teva.	321458	My bike is not anything like yours.
780995	No m'hauria preocupat per allò.	249542	I wouldn't have worried about that.
780997	Què vas fer amb aquell cotxe?	70238	What did you do with that car?
781023	Em va retreure que jo sigui mandrós.	314371	She reproached me for being lazy.
781024	Ja estic acostumat a que se'n riguin de mi.	268211	I'm used to being laughed at.
781025	Ets molt valent.	588005	You are very courageous.
781026	Molts joves japonesos prenen pa per a esmorzar.	274927	Many young people in Japan eat bread for breakfast.
794893	Mentre hi ha vida, hi ha esperança.	727823	As long as there's life, there is hope.
795053	Va marxar de viatge als Estats Units.	288833	He went on a voyage to America.
795059	On és l'agència de viatges més propera?	27253	Where's the nearest travel agency?
795065	Aquesta història és molt més interessant que aquella.	1516528	This story is far more interesting than that one.
795080	Es porta bé amb el senyor Brown.	848637	He gets on well with Mr. Brown.
795083	Va al despatx amb cotxe.	294629	He goes to the office by car.
795293	No és bona navegant.	2784936	She is not a good sailor.
795306	El Japó importa una gran quantitat de petroli.	281573	Japan imports a large quantity of oil.
795306	El Japó importa una gran quantitat de petroli.	663794	Japan imports great quantities of crude oil.
822946	Ja em diràs quan arriba.	284061	Let me know when he will arrive.
822947	Moltes gràcies per la invitació.	268115	Thank you so much for inviting me.
822957	Era una nit fosca, sense lluna.	329134	It was a dark night, with no moon.
822961	D'aquí a l'estació triguem mitja hora a peu.	23524	It takes us thirty minutes to walk from here to the station.
822964	No em comparis amb una estrella de cinema.	680548	Don't compare me to a movie star.
824532	Molt soroll per no res.	402867	Much ado about nothing.
853513	Ella em va parlar en anglès només per presumir.	313482	She spoke English to me just to show off.
853523	Japó és molt diferent de com era 50 anys enrere.	281473	Japan is very different from what it was fifty years ago.
853553	Ella no fuma.	853105	She does not smoke.
853554	Ell no fuma.	294120	He does not smoke.
853573	Ella es la seva amiga	853139	She is her friend.
853573	Ella es la seva amiga	853140	She is his friend.
853662	Estudiaré anglés aquesta vesprada.	257582	I am going to study English this afternoon.
853666	Sempre canviarem, sempre aprendrem.	262750	Forever we will change, forever we will learn.
853688	Vam trucar a la porta durant cinc minuts, però va ser en va.	23004	We knocked at the door for five minutes, but in vain.
853698	La meva afició és col·leccionar joguines antigues.	497116	My hobby is collecting old toys.
853783	Té vosté un mapa?	434544	Do you have a map?
853877	Aquests llibres són molt vells.	1514176	These books are very old.
853906	Aquest cotxe és un trasto.	875012	This car is a pile of rubbish.
854009	Quin és el teu propòsit real?	16906	What's your real purpose?
854329	La mantega fa bona olor.	50010	The butter smells good.
854338	Jo prefereixo la natació a l'esquí.	253958	I prefer swimming to skiing.
854361	El rellotge es va aturar.	448956	The clock stopped.
854418	En València es parla valencià i espanyol.	566060	In Valencia they speak Valencian and Spanish.
854691	Es va quedar allí tot el temps	290656	He stayed there all the time.
854694	Tot passa per una raó	488808	Everything happens for a reason.
854746	Ella no té més de quinze dòlars	311554	She has no more than fifteen dollars.
854750	Em va semblar difícil d'usar la màquina	254282	I found it difficult to use the machine.
854753	El partit de beisbol va ser cancel·lat a causa de la pluja	26753	The baseball game was called off due to rain.
854761	Estic esperant el tren.	704749	I'm waiting for the train.
854776	Disculpi, quina hora és?	385392	Excuse me, what time is it?
854801	I, jo sóc el seu entrenador.	139429	And, I'm your coach.
854824	Jo he ferit els seus sentiments a propòsit	255958	I hurt her feelings on purpose.
855004	Tu ets mes alt que ella.	68984	You are taller than she.
855008	Aquesta es la meva resposta a la teva pregunta.	858131	This is my answer to your question.
855085	No parlis malament d'ell en public.	270621	Don't speak ill of him in public.
855089	La familia Smith viu al meu barri.	51593	The Smiths live in my neighborhood.
855104	Aixo depen del contexte	1535863	That depends on the context.
855177	El nostre equip va competir amb una forta competència	23457	Our team competed with a powerful rival.
855181	Qui és l'home amb qui parlaves?	71275	Who is the man that you were talking with?
855226	El meu germà és tan intel·ligent i enginyós que no li puc guanyar en una discussió.	250701	My brother is so smart and witty that I cannot beat him in an argument.
855240	Els dos nens van tirar de la corda fins que es va trencar.	280895	The two children pulled at the rope until it broke.
855327	No va veure el senyal de stop en la intersecció i va xocar contra un cotxe que venia.	296217	He failed to see the stop sign at the intersection and hit an oncoming car.
855344	Vull anar a Amèrica algun dia.	66378	I want to go to America some day.
855357	A Tom no li agrada el formatge.	37243	Tom doesn't like cheese.
855376	El jove es va ressentir per ser tractat com un covard.	46792	The youngster resented being treated as a coward.
855384	Quins aliments són rics en calories i quins no?	562167	Which foods are rich in calories and which aren't?
855424	No deixi les seves coses enrere.	264741	Don't leave your stuff behind.
855431	Tu ho ets tot per mi.	249887	You are everything to me.
855473	Anem a recolzar les pràctiques participatives.	430083	Let us support participatory practices.
855538	Honestament, jo estaria mentint si digués que mai em penediria de les meves decisions ràpides.	2799534	Honestly, I'd be lying if I said I never regret my sudden decisions.
855560	Ella està en el llit amb un refredat.	316856	She is in bed with a cold.
855561	Merda!	462424	Shit.
855778	Perque ballares amb ell?	36352	Why didn't you dance with him?
856408	Vols casar-te amb mi?	35835	Will you marry me?
856409	Amb tots els diners que té, ell no és feliç.	67024	For all the money he has, he is not happy.
856410	Estic per sota d'ell en matemàtiques.	258925	I am inferior to him in mathematics.
856413	El benestar de la nació és responsabilitat del govern.	241446	The well being of the nation is the government's responsibility.
856418	Necessito una bicicleta nova.	269174	I need a new bicycle.
856427	Sembla que ningú fa cas de les seves opinions.	276660	It seems that nobody takes any notice of his opinions.
856439	M'agrada aquest quadre, no només perquè és famós, sinó també perquè és una obra mestra.	246461	I like this picture, not just because it is famous, but because it really is a masterpiece.
856443	Hi havia quatre cadires a prop de la taula.	39631	There were four chairs by the table.
856448	El nen parla com si fos una nena.	46381	The boy talks as if he were a girl.
856453	L'anglès és la meva llengua materna.	510531	English is my mother tongue.
856484	Has de parlar amb ell sobre l'afer.	70000	You must talk with him about the matter.
856528	Recordes quin dia de la setmana tanca Blue Sky Sports?	34124	Do you remember what day of the week Blue Sky Sports is closed?
856531	Va tornar a casa tres hores més tard.	288541	He came home three hours later.
856548	No cal que cridis. Et puc sentir.	682021	You don't have to shout. I can hear you.
856566	L'educació d'aquest món em decep.	1294	Education in this world disappoints me.
856573	Parlar és una cosa i escriure és una altra.	326551	To speak is one thing and to write is another.
856601	Els cirerers florits estàn en el seu millor moment.	244893	The cherry blossoms are at their best.
856611	És millor de consultar un diccionari quan no saps el significat d'una paraula.	239771	You had better consult a dictionary when you don't know the meaning of a word.
856623	El tenis és molt popular entre els estudiants.	39406	Tennis is very popular among students.
856632	Va pintar la porta de blau.	38994	He painted the door blue.
856644	Estic estudiant anglès.	26203	I'm studying English.
857302	Luke, jo soc el teu pare.	857305	Luke, I am your father.
857590	Ja he tingut suficient, el meu estómac està ple.	40987	I've had enough, so my stomach is full.
857594	L'èxit de Marilyn Monroe no la va fer feliç.	807621	Marilyn Monroe's success did not make her happy.
857597	Els joves estimen l'aventura.	265828	Young people love adventure.
859217	Hi ha pocs errors, si és que n'hi ha algun.	240247	There are few, if any, mistakes.
859228	No puc parar el meu sagnat pel nas.	318201	I can't stop my nosebleed.
859253	Va ser genial. Vaig anar a Kyoto.	52013	It was great. I went to Kyoto.
859260	Vigila amb els cotxes en creuar el carrer.	278376	Look out for cars in crossing the street.
859310	Prenem orgull en la nostra força.	28774	We took pride in our strength.
859316	La traducció de la novel·la francesa li va portar més de tres mesos.	290537	The translation of the French novel took him more than three months.
859328	Un home és responsable dels seus actes.	270082	A man is responsible for his deeds.
859343	Julia té moltes roses i molts lliris al seu jardí.	664072	Julia has many roses and many lilies in her garden.
859361	De sobte, va començar a semblar gairebé agradable i càlid.	19635	Suddenly, it started to look almost nice and warm.
859368	Beu un got d'aigua tots els matins.	303891	He drinks a glass of water every morning.
859375	L'home jove és metge.	463040	The young man is a doctor.
859384	Series un bon diplomàtic.	1515508	You'd make a good diplomat.
859391	La paraula "sam" és una abreviatura de "ordinador" en Lojban.	752150	The word "sam" is short for "computer" in Lojban.
859402	L'honestedat és una virtut cabdal.	271678	Honesty is a capital virtue.
859422	No puc suportar el soroll per més temps.	254535	I can't put up with the noise any longer.
859432	Ella té una gran predilecció pels aliments rics.	310811	She has a great liking for rich foods.
859460	No t'oblidis de recollir-me demà al matí.	323203	Don't forget to pick me up tomorrow morning.
859482	En comptes d'anar jo mateix, he enviat un missatger.	27650	Instead of going myself, I sent a messenger.
859486	Ella va arribar a l'hotel a altes hores de la nit.	312178	She got to the hotel late at night.
859502	Acostumo a anar a casa a les quatre.	254894	I usually go home at four.
859508	La pluja ens ha impedit fer una passejada.	26747	Rain prevented us from taking a walk.
859510	Aquest intèrpret és un mestre de cinc idiomes.	67936	That interpreter is a master of five languages.
859512	Quin és el nom d'aquest carrer, per favor?	61662	What's the name of this street, please?
859519	Hi ha dues milles d'aquí al parc.	62086	It is two miles from here to the park.
859523	Vaig anar a acampar amb la meva família.	256514	I went camping with my family.
859537	És molt difícil estar a l'altura de la teva reputació.	322919	It is very hard to live up to your reputation.
859544	La forta pluja ens va impedir sortir.	275551	The heavy rain kept us from going out.
859546	Com estàs, Mike?	32975	How are you, Mike?
859553	Ella és una mare molt sàvia.	311770	She is a most wise mother.
859561	Dennis estava estirat en el sòl.	39401	Dennis lay flat on the floor.
859565	Hi ha una habitació disponible per a aquesta nit?	243299	Is there a room available for tonight?
859572	Ningú va córrer davant d'ell.	40340	No one ran ahead of him.
859584	Sigues amable amb Ann.	66871	Be nice to Ann.
859590	Les comparacions nazis no són adequades en cap situació.	787471	Nazi comparisons are inappropriate in every situation.
864587	També podriem romandre ací fins que el temps millore.	278849	We may as well stay here till the weather improves.
865211	La tenda pot proporcionar-nos qualsevol cosa que necessitem.	44859	The store can supply us with anything we need.
865227	Fes la teua elecció.	17190	Make your choice.
865240	He comprat la novel·la en la qual es basa la pel·licula.	857100	I bought the novel on which the film is based.
867044	Mr. Bean és tan graciós!	866974	Mr. Bean is so funny!
867050	Còm pronuncies aquesta paraula?	57963	How do you pronounce this word?
871577	Fa dos anys des que vaig venir ací.	246456	It is two years since I came here.
874302	Ell mai deixa d'escriure als seus pares una vegada al mes.	303052	He never fails to write to his parents once a month.
874308	Ell va dir: "Adéu a tots" i es va aixecar.	340537	He said 'Goodbye everyone' and stood up.
875302	Quina és la teva opinió sobre el menjar japonès?	681643	What's your opinion of Japanese food?
875304	Ell adora anar al teatre.	298980	He adores going to the theater.
875305	Ell treballa al laboratori.	484983	He works in the lab.
875311	He de comprar-ne un demà.	71812	I have to buy one tomorrow.
875316	Ha de fer els seus deures ara la Nancy?	36176	Does Nancy have to do her homework now?
875369	Perquè sé parlar xinès.	24654	The reason is because I can speak Chinese.
875376	Vaig obrir la caixa. Estava buida.	1012676	I opened the box. It was empty.
875389	Faré una excepció només per aquesta vegada.	540040	I'll make an exception just this once.
875407	Ell no ha jugat mai al golf.	293782	He has never played golf.
875419	Un día Pablo es va perdre a la selva de Guatemala.	1535640	One day, Pablo got lost in the Guatemalan jungle.
875441	Ara no tinc temps.	1012686	I don't have time now.
875445	Necessito un segell.	735080	I need a stamp.
875455	Jo també tinc 17 anys.	708209	I'm 17, too.
875463	Què fas demà?	1012692	What are you doing tomorrow?
875477	Quan vas tornar d'Alemanya?	38973	When did you come back from Germany?
875483	Prefereixo fer-lo pel meu compte.	1012701	I'd rather do it by myself.
875486	Tens bona cara.	1011281	You look good.
875498	Tenim dues filles.	249592	We have two daughters.
875500	Baixa el volum del televisor.	1012708	Turn the TV down, please.
875500	Baixa el volum del televisor.	1012709	Turn down the TV, please.
876035	No tinc res en comú amb ella.	308619	I have nothing in common with her.
876038	Tracta d'entendre-ho amb espanyol, sense traduïr-lo amb anglès.	876036	Try to understand it in Spanish, without translating to English.
876051	Em faríes un mapa?	277238	Would you draw me a map?
876052	Què signifiquen aquests punts al mapa?	277239	What do these dots represent on the map?
876053	La línies blaves al mapa corresponen als rius.	277240	The blue lines on the map correspond to rivers.
876055	Les línies blaves al mapa designen rius.	277241	Blue lines on the map designate rivers.
876056	Com tres quarts de la superfície terrestre consisteix en aigua.	277245	About three fourths of the earth's surface consists of water.
876057	L'amor apareix a l'horitzont.	277246	Love appears over the horizon.
876058	El Sol apareix a l'horitzont.	277247	The sun appeared on the horizon.
876059	Veig la lluna sobre l'horitzont.	277248	I saw the moon above the horizon.
876062	El sòl sembla mullat.	277258	The ground seems wet.
876068	Gràcies!	374827	Thank you!
876068	Gràcies!	448645	Thanks!
876068	Gràcies!	2057650	Thanks.
876084	El seu marit viu a Tòkio ara.	309699	Her husband is now living in Tokyo.
876090	Juga al beisbol tots el dies.	303925	He plays baseball every day.
876126	No pots aparcar a una plaça d'aparcament per discapacitats si no tens un permís especial.	682271	You can't park in a handicapped parking space unless you have a special permit.
876134	Avui fa fred!	456205	It's cold today!
876137	Aquí és la teva bossa.	17400	Here is your bag.
876148	Cerca aquella paraula al diccionari.	1011292	Look that word up in the dictionary.
876159	Estic embarassada.	259872	I am pregnant.
876245	Què sucs de fruites tens?	481633	What fruit juices do you have?
876308	M'agadaria saber quan ho pot enviar.	65977	I'd like to know when you can send it out.
876322	La reunió d'avui ha sigut cancelada.	243061	Today's meeting has been canceled.
876331	Roma és la capital del món.	753307	Rome is the capital of the world.
876337	Aquest és el lloc on va nèixer el meu pare.	62040	This is the place where my father was born.
877103	Ella diu que es raspatlla les dents tots els dematins.	1011280	She says she brushes her teeth every morning.
877118	Li cridaré més tard.	32578	I'll call him later.
877122	La Terra és molt més gran que la Lluna.	1461905	The earth is much larger than the moon.
877127	Pots venir amb mi.	33574	You can come with me.
877157	Ell s'està millorant poc a poc	299571	He is getting better bit by bit.
877159	Aquella és la causa del seu fracàs.	43091	That's the cause of his failure.
877160	Ell estava disposat a treballar per altres.	300095	He was willing to work for others.
877162	No m'agraden les ciutats grans.	1528314	I don't like big cities.
877164	El Japó és més petit que el Canadà.	281491	Japan is smaller than Canada.
877195	Tots estaven escoltant atentament.	32188	Everyone was listening very carefully.
877201	Em posaré en contacte amb tu.	66477	I will get in touch with you.
877210	Ell té dos germans, un viu a Osaka i l'altre a Kobe.	284775	He has two brothers, one lives in Osaka and the other in Kobe.
877222	Hellen Keller era sorda i cega.	33856	Helen Keller was deaf and blind.
877227	Aquest medicament no s'ha de deixar a la ma dels nins.	56599	This medicine must not be placed within the reach of children.
877231	Jo treballo a un banc.	663084	I work in a bank.
877237	Tornaré en deu minuts.	73382	I'll be back in ten minutes.
877263	A on vas?	416367	Where are you going?
877281	Ho faré, estigueu o no d'acord amb mi.	17773	I am going to do it whether you agree or not.
877292	Em varen insistir per a que aprofitès aquella oportunitat.	306646	They insisted on my making use of the opportunity.
877330	Ell va ajudar els pobres tota la seva vida.	300480	He helped poor people all his life.
877338	Hem de controlar les nostres passions.	23021	We must control our passions.
877345	No et durmis amb el llum encès.	1515505	Don't go to sleep with the light on.
877355	Ell és tres anys més jove que el pare.	298036	He is three years younger than Father.
877374	La porta es tanca amb clau a les nou.	39039	The door is locked at nine o'clock.
877432	Deixa'm intentar-ho.	43212	Let me try it.
877432	Deixa'm intentar-ho.	250031	Let me have a try.
877442	Em sap greu haver d'informar-te de la mala notícia.	245246	I regret that I have to inform you of the bad news.
877461	Diuen que el golf és molt popular al Japó.	2799150	They say golf is very popular in Japan.
877477	Ella estava donant un discurs al parc.	1121922	She was giving a speech at the park.
877496	No vull treballar.	332180	I don't want to work.
877515	A Londres hi han molts parcs bonics.	508778	There are many beautiful parks in London.
877533	He perdut la meva clau.	257266	I have lost my key.
877557	La població urbana a Amèrica està creixent.	67561	The urban population of America is increasing.
877600	Jack és difícil de convèncer.	53101	It is hard to convince Jack.
877606	Ell toca el piano molt bé.	1759	He plays the piano very well.
877609	Tu ets tot per mi.	249887	You are everything to me.
877653	Ahir a la nit vàrem treballar fins a les deu.	682274	Last night we worked until 10 p.m.
877975	Ella va cometre una altra vegada la mateixa errada.	316015	She made the same mistake again.
877992	Hem d'actuar ràpid.	718791	We have to act quickly.
878000	Va deixar el llibre sobre la taula.	303781	He left the book on the table.
878025	En John no sap tocar la guitarra.	717614	John doesn't know how to play the guitar.
878059	Quin és més gran: el Sol o la Terra?	275094	Which is larger, the sun or the earth?
878065	No tinc la força per continuar triant.	2125	I don't have the strength to keep trying.
878076	Malauradament, el meu aniversario només succeeix una vegada a l'any.	383671	Unfortunately, my birthday is only once a year.
878088	"Com et sents aquest matí?" "Bastant bé, gràcies."	73696	"How are you feeling this morning?" "Pretty good, thanks."
878127	Ella es va beneficiar de la bona inversió.	311199	She benefited from the sound investment.
878129	Perdràs el tren.	43450	You will miss the train.
878135	Ella té un gat blanc.	813309	She has a white cat.
878145	Hi havia deu ous en total.	325212	There were ten eggs in all.
878154	Tots l'estimen.	505722	Everybody loves him.
878154	Tots l'estimen.	506442	Everyone loves him.
878162	Colón va descobrir Amèrica.	54861	Columbus discovered America.
878186	Ja no ets un nen.	955011	You're not a child anymore.
878188	Sisplau, lleva't els mitjons.	18086	Take off your socks, please.
878197	Ningú està treballant. Tots estan veient la Copa del Món.	1017963	Nobody's working; they're all watching the World Cup.
878200	No puc recordar on el vaig comprar.	1017961	I can't remember where I bought it.
878202	Ell es va caure i es va fer mal a la cama.	279593	He fell and hurt his leg.
878203	Encara queda molt per fer.	1017959	There's still much to do.
879429	Ella em va ajudar de bon gust.	1017957	She helped me willingly.
879430	<<Okonatta>> és la paraula correcta.	838887	"Okonatta" is the right word.
